Country Name,Country Code,Indicator Name,Indicator Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
"Iran, Islamic Rep.",IRN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,65.53140259,,,,,73.06024933,,,,,,77,,,82.44120026,82.33132172,,82.96230316,,,,83.62599182,84.62680054,84.70523834,,85.54425049,,,,,88.73999786
Iraq,IRQ,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,74.05220032,,,,,,,,,,,,77.19999695,72.69999695,82.19999695,,83.30000305,85.59999847,,,,
Iceland,ISL,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Israel,ISR,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy,ITA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,98.41661835,,,,,,,,,,98.84828186,,,,,,,99.15576172,99.34909821,,
Jamaica,JAM,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,79.92012024,,,,,,,,,,,,,,,88.09999847,,,,,,,
Jordan,JOR,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,89.89231873,,91.13075256,,92.19957733,,,92.55104065,95.90444946,97.89031982,,,,,,98.22711182,,,98.41999817
Japan,JPN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kazakhstan,KAZ,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,99.51265717,,,,,,,,,,99.73240662,99.78163147,,,,,,,,99.78163147,,99.80000305,
Kenya,KEN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,82.2290802,,,,,,,72.1570282,,,,,,,78.73303986,,,,81.53497314,,,82.62000275
Kyrgyz Republic,KGZ,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,98.70160675,,,,,,,,,,99.24343109,,,,,,,,,99.58599854,99.59999847,,
Cambodia,KHM,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,67.3350296,,,,,,73.6099472,,,,76.87129211,76.13796234,,,,,78.05509186,80.52648926,,,,,,83.91000366
Kiribati,KIR,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Kitts and Nevis,KNA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",KOR,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,97.96594238,,,,,,,,,,98.80000305,,,
Kuwait,KWT,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,78.39550018,,,,,,,,,,93.27445984,93.28211975,93.6641922,93.89830017,,94.4690094,,95.51316833,95.58582306,,95.68544769,,96.03594971,96.05647278,,96.45754242,
Latin America & Caribbean (excluding high income),LAC,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,83.55402374,84.16368866,84.83421326,85.51705933,86.12425232,86.77506256,87.12274933,87.42125702,87.91313171,88.2307663,88.48616791,88.57254028,88.68193054,89.52102661,89.48229218,89.99675751,89.84343719,90.47889709,90.75299835,91.06758118,91.06822968,91.75531769,91.97734833,92.04438782,92.45662689,92.6381073,93.11830139,93.1860733,93.3474884,93.79974365,93.81555176,
Lao PDR,LAO,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,60.25133133,,,,,69.58312225,68.73439026,,,,72.70226288,,,,,,58.28794098,,,,84.66104126,,,,,,87.06999969
Lebanon,LBN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,89.61244202,,91.18418884,,,,,,,,,95.06944275,95.30000305,,
Liberia,LBR,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,42.94107819,,,,,,,,,,48.30136108,,,,
Libya,LBY,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,76.5,,,,,,,,,,86.09999847,,,,,,,,,,,,,,,,,
St. Lucia,LCA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean,LCN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,84.41609955,84.98023987,85.6003418,86.2336731,86.79754639,87.39974976,87.72930145,88.0187912,88.49533844,88.7907486,89.03491211,89.13131714,89.24298096,90.00695038,89.9881897,90.46576691,90.40242767,91.05211639,91.30175781,91.57601166,91.56577301,92.1350174,92.35542297,92.40048218,92.84902191,93.02124786,93.48773956,93.52474213,93.67971802,94.09378815,94.11495209,
Least developed countries: UN classification,LDC,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,44.80836105,44.96559143,45.50001144,45.94142151,46.82307816,47.53800964,48.06443024,48.80921936,50.37403107,51.21728897,51.67317963,52.31552887,52.96110916,53.78517151,54.99858093,54.77111053,53.77492905,53.3325119,55.54776001,56.14736176,56.64477158,56.7669487,57.55464172,58.91767883,59.6724205,60.92313004,62.93978882,63.8528595,64.06213379,65.40097809,65.69664001,
Low income,LIC,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,46.5043602,46.61940002,46.75080872,46.95272827,47.37466812,47.52843857,47.86180115,48.56003952,49.22021103,49.95499039,50.24367905,51.01802063,51.63061142,52.08612823,53.59146881,52.84326172,51.02035904,52.30194855,52.73405838,53.22562027,54.17541885,56.11798859,56.58974838,57.58013153,57.99214935,58.55276108,59.26771164,60.3202095,60.10586166,60.65451813,60.85430908,
Liechtenstein,LIE,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,90.68274689,,,,,90.80883026,,90.55795288,,91.18135834,,,,,,92.38690186,91.89575195,91.70982361,92.25296021,92.38230133,
Lower middle income,LMC,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,57.62942123,58.19033813,59.17031097,59.94977188,60.71179962,61.48220062,62.22624969,62.92462921,65.95448303,66.58315277,66.81063843,67.31923676,68.03359222,69.01772308,69.70880127,69.42790985,70.13963318,70.0437088,71.16751099,71.94159698,73.03414917,73.04888153,73.81665802,74.32679749,75.2041626,75.87806702,76.52313232,77.14888,77.66903687,78.35629272,78.79068756,
Low & middle income,LMY,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,69.07791901,69.79915619,70.44419861,70.99743652,71.53472137,72.05090332,72.58309174,75.14605713,76.65457153,77.06098938,77.2384491,77.63072968,78.08553314,78.73265076,79.23574829,79.16551208,79.39852905,79.81185913,80.3966217,80.75837708,81.28820801,81.55683899,82.09709167,82.34004211,82.84551239,83.03024292,83.58309174,83.88253021,83.9284668,84.38210297,84.57289124,
Lesotho,LSO,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,86.25443268,,,,,,,,,75.80020142,,,,,76.6352005,,,,,,,81.01999664
Late-demographic dividend,LTE,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,82.03391266,83.16867065,83.65944672,84.14053345,84.59525299,85.06643677,85.4963913,90.35575104,90.69317627,90.99121857,91.18781281,91.58467865,91.89788055,92.28469086,92.52919006,92.85099792,93.07141113,94.05142975,94.26799011,94.53801727,94.56034851,95.07137299,95.23835754,95.29447937,95.52902985,95.62265015,95.84777069,95.98296356,96.12787628,96.30364227,96.440979,
Lithuania,LTU,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,99.64575195,,,,,,,,,,99.81559753,,,,,,,,,,99.83000183
Luxembourg,LUX,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latvia,LVA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,99.74656677,,,,,,,,,,,99.89589691,,,,,,,99.88931274,,,99.88999939
"Macao SAR, China",MAC,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,91.29537201,,,,,93.49974823,,,,,95.64003754,,,,,96.5384903,,,,,97.11000061
St. Martin (French part),MAF,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,41.59410858,,,,,,,,,,52.30625916,,,,55.1479187,56.08367157,,67.08415985,69.42539215,,75.5861969,,,,73.75000763,,,75.93000031
Monaco,MCO,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,96.65380096,,,,,,,,,,,,,,99.3598938,,,,,,,99.59999847
Madagascar,MDG,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,70.68617249,,,,,58.93593979,,,,64.48091125,,,71.57261658,,,,,,76.67967987,,,77.25
Maldives,MDV,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,96.01825714,,,,,96.32649994,,,,,96.32649994,,,,,,98.39790344,,,,,,,,98.61012268,,97.7349472,,,,,97.86000061
Middle East & North Africa,MEA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,57.94538879,59.19118118,60.19387817,61.06219864,62.03393936,63.52647018,64.84909058,65.76985931,66.95458221,68.0058136,69.00173187,70.11460876,70.54897308,73.79181671,74.6841507,74.27210999,74.41033936,74.91329956,75.60903931,75.49469757,76.32344055,77.09967041,79.72863007,79.50060272,81.41558838,79.38658142,80.43865967,81.4997406,78.95095825,79.27204895,79.73738098,
Mexico,MEX,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,87.55615234,,,,,,,,,,90.53562164,,90.27465057,,90.95374298,91.63027191,91.73451996,92.79517365,92.92559814,93.44187927,93.06893921,93.51998138,94.22840118,93.96285248,94.55587769,94.47228241,94.85961914,94.97277832,95.37991333,,95.24784851,
Marshall Islands,MHL,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,98.26508331,,,,,,,,,,
Middle income,MIC,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,70.50627899,71.27883148,71.97039032,72.56092834,73.12178802,73.67948151,74.23304749,76.93343353,78.51474762,78.91452026,79.09931183,79.48143005,79.94107819,80.61821747,81.06877899,81.0692215,81.47498322,81.85162354,82.47743988,82.86035156,83.38909912,83.55696869,84.13246918,84.34593201,84.89092255,85.07804108,85.65072632,85.92034149,86.02541351,86.50932312,86.74009705,
North Macedonia,MKD,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,94.05874634,,,,,,,,96.12892914,,,,,,,,,,97.59999847,,97.80000305,,,,,,,
Mali,MLI,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,19.04496956,,,,,24,,,26.17654991,,,,31.09975052,30.61866951,,,,33.06888962,,,35.47377014,,30.76140976,
Malta,MLT,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,87.86869812,,,,,,,,,,92.36309052,,,,,,93.30735779,,,,,,,94.50318909,,,94.94000244
Myanmar,MMR,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,89.9417572,,,,,,,,,,,,,,,,75.55120087,,,89.06994629,,
Middle East & North Africa (excluding high income),MNA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,55.63367081,56.94372177,58.01319122,58.93753052,59.9556694,61.5596199,62.94664001,63.87863159,65.04929352,66.13018036,67.15141296,68.28502655,68.58342743,72.22151184,73.10073853,72.51537323,72.50624084,72.9235611,73.52570343,73.26029968,74.08522797,74.32199097,77.32875824,76.95916748,79.11107635,76.4473114,77.64148712,78.8600769,75.79129028,76.1687088,76.5497818,
Montenegro,MNE,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,93.46273804,,,,,,,,,,,,97.77346039,,,,,,,,98.44220734,,,,,,,98.84718323,,,98.98000336
Mongolia,MNG,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,97.76885223,,,,,,,,,,98.25700378,,,,,,,,,,99.18327332,
Northern Mariana Islands,MNP,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,38.70787811,,,,,,48.15884018,,,,,,50.5838089,,,,,,56.03900146,,60.65542984,,,,63.41999817
Mauritania,MRT,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,51.20767975,,,,,,,45.50378036,,,,,,62.06874847,,,,53.49758911,,,,66.95999908
Mauritius,MUS,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,79.86865997,,,,,,,,,,84.30309296,,,,,,,,,,,89.24983978,91.76600647,91.49002838,92.47476196,92.70760345,93.15783691,,,,,92.15000153
Malawi,MWI,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,64.13424683,,,,,,,,,,,,61.30971909,,,,65.14537048,62.14353943,,,,,,67.30999756
Malaysia,MYS,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,82.91536713,,,,,,,,,88.6877594,,,,,,,,,,93.1178894,,,,,,94.88057709,95.08264923,94.85440826,94.97113037,,
North America,NAC,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,98.56961823,98.58146667,98.59172821,,,,,,,,,,,,,,,,
Namibia,NAM,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,75.81658173,,,,,,,,,,84.94425964,,,,,,76.48658752,,,,88.27462769,,,,,,,91.52726746,,,92.25
New Caledonia,NCL,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,96.13791656,,,,,,,,,,97.30000305,,,,,,,,97.80000305,,,,,,,
Niger,NER,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,14.37604046,,,,28.6724205,,,,,,,30.56039047,,,,,,35.04999924,,,37.34000015
Nigeria,NGA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,55.44675064,,,,,,,,,,,,54.7731781,,,70.198349,,51.07765961,,,,,,,,,,62.01601028,,,
Nicaragua,NIC,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,76.67713165,,,,78.00298309,,,,,,,,,,82.61454773,,,,,,
Netherlands,NLD,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,NOR,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,NPL,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,32.97558975,,,,,,,,,,48.60897064,,,,,,,,,,59.62725067,,,,,,,67.90843201,,,71.15000153
Nauru,NRU,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,NZL,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD members,OED,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oman,OMN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,81.36331177,,,,,86.62113953,,86.93900299,,,,91.98120117,93.03861237,94.89998627,95.5759964,95.6515274,,,
Other small states,OSS,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,74.18080902,74.50375366,74.96740723,75.55155182,75.75158691,76.15885162,76.7815094,77.34011078,78.14176941,78.68578339,78.75678253,79.45290375,80.28349304,80.98140717,81.30484009,81.93012238,81.50798798,80.5163269,81.7490921,80.89338684,81.50482941,82.00820923,82.27467346,82.70617676,83.4460907,84.42913818,84.79267883,84.8690033,85.0184021,85.19822693,85.3736496,
Pakistan,PAK,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,42.6993103,,,,,,,49.87363815,54.15121078,52.13682938,55.526371,54.89263916,55.37519073,54.73802185,56.76433945,55.59498978,56.97714996,,,59.13204956,57.01057053,57.99885941,,
Panama,PAN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,88.77986145,,,,,,,,,,91.89962006,,,,,,,,,,94.09411621,,,,,,,,95.41181183,95.73607635,,
Peru,PER,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,87.15062714,,,,,,,,,,,87.66985321,87.90866852,88.69934082,89.59081268,,,,,93.84172821,,93.70794678,94.16233826,94.17366791,94.14961243,94.40827179,,94.49793243,
Philippines,PHL,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,93.57389832,,,,93.91596985,,,,,,92.60005951,,,92.59069061,,,,,95.42009735,,,,,96.39800262,,98.18254852,,,,96.27816772,,
Palau,PLW,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,99.50312805,,96.59374237,,,,,,
Papua New Guinea,PNG,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,57.34326172,,,,,,,,,,61.59999847,,,,,,,,,,,
Poland,POL,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,98.74273682,,,,,,,,,,98.74273682,,,,,,,,,,,,,99.80000305
Pre-demographic dividend,PRE,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,50.89118958,51.42192078,51.77318954,52.35739899,52.94393158,53.31155014,53.99740982,54.94126129,55.63267136,56.49655914,54.79496002,55.79813004,56.36909103,56.73950958,57.67098999,57.16016006,58.50241089,54.70549011,54.6516304,53.95056152,54.58177185,56.30136108,58.88851929,59.58293915,60.65571976,59.71837997,62.01961136,63.13121033,62.97169113,63.53018188,63.84856033,
Puerto Rico,PRI,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,89.62249756,,,,,,,,,,,,,,,,,,,,91.96523285,,,,,,,92.38999939,,,,92.40000153
"Korea, Dem. People's Rep.",PRK,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,99.99819183,,,,,,,,,,99.99819183,,,
Portugal,PRT,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,87.94785309,,,,,,,,,,,,,,,,,,,,94.47705078,,,,,,,96.1375885,,,96.77999878
Paraguay,PRY,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,90.27182007,,,,,,,,,,,,,,,94.55821991,93.29208374,93.75424194,93.87091827,,94.19747162,95.05903625,95.03481293,95.55484009,94.65023804,,94.02079773,93.21353149,94.54454803,
West Bank and Gaza,PSE,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,86.0769577,,,,,,,92.47750854,,93.4508667,93.76170349,94.00984192,94.43018341,94.71748352,95.02581787,95.67101288,96.04602814,96.21292877,96.47711945,96.7191925,96.92440033,97.21861267,97.37825775,97.5144577,
Pacific island small states,PSS,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,86.98828125,86.99815369,87.2303009,87.46949005,87.71157837,87.95082855,88.16207123,88.38018799,88.59710693,88.8015213,88.98023987,89.16081238,89.32743073,89.47086334,89.62278748,89.75708008,89.87866974,90.00518036,90.13938141,90.2678299,90.40220642,90.48288727,90.54302216,90.59533691,90.60830688,90.62507629,90.67597198,90.73033142,90.79180908,90.86129761,90.93675995,
Post-demographic dividend,PST,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Polynesia,PYF,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,83.26216125,,,,,,,86.73161316,,,90.06062317,91.01075745,91.15142059,91.77884674,91.36408234,90.1700592,90.63298798,91.3272171,,93.14530182,93.46396637,,,,
Romania,ROU,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,96.7099762,,,,,,,,,,97.29759216,,,,,,,,,98.60428619,,,,,,,98.84449768,,,98.90000153
Russian Federation,RUS,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,99.44097137,,,,,,,,99.68427277,,,,,,,,99.73005676,,99.69999695,
Rwanda,RWA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,57.85348892,,,,,,,,,64.88860321,,,,,,,,,,65.85227203,,68.3310318,,70.80413055,,,,73.21559143,,,75.90000153
South Asia,SAS,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,45.47354126,45.85607147,47.14712143,48.12266159,48.89400864,49.68190002,50.47919083,51.28044128,56.16014862,56.91392136,57.6868782,58.12730026,59.2090416,60.09762955,60.86875916,60.63879013,60.80881119,61.71054077,63.63489151,64.33466339,66.0164032,66.51304626,67.26596832,68.01159668,68.73356628,69.65641785,70.9983902,71.69451141,71.96769714,72.67485809,73.28027344,
Saudi Arabia,SAU,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,70.82164764,,,,,,,,79.35093689,,,,82.85774231,,,,,,,,,94.4263382,,,,95.32862854,,,97.58506775,
Sudan,SDN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,61.34587097,,,,,,,,53.51737976,,,,,,,,,,60.6971817,,,
Senegal,SEN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,39.27524948,,,,41.89115143,,,48.03678131,,51.81454849,,43.53450012,,,,51.90042114,,,,56.29999924
Singapore,SGP,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,89.09600067,,,,,,,,,,92.54940033,,,,,,,,,,95.85733032,96.18604279,96.36978912,96.54801941,96.71669006,96.82549286,97.04956055,97.2022171,97.34485626,97.47958374,97.1318512,
Solomon Islands,SLB,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,76.59999847,,,,,,,,,,76.59999847,,,,,,,,,,,,
Sierra Leone,SLE,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,34.82678986,,,,,,,,,32.42617035,,,,,43.20632935,,,47.70000076
El Salvador,SLV,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,74.14315796,,,,,,,,,,,,,,83.5594635,82.02863312,83.95130157,84.10289001,84.49272156,85.49398804,,86.76757813,,87.96984863,88.14176941,88.48271179,89.00859833,89.13791656,89.98452759,
San Marino,SMR,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,SOM,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,SRB,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,96.39723969,,,,,,,,97.96240997,,,,,98.84150696,,,99.48252869,,
Sub-Saharan Africa (excluding high income),SSA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,51.88302994,52.29280853,52.77425003,53.37149811,54.11426163,54.40483856,55.07738113,55.93218994,56.59423828,57.38412094,56.00867844,56.98817825,57.48025131,57.90237045,59.4983902,58.51873016,59.75833893,57.27846146,57.36851883,58.1719017,58.72864914,60.30070877,61.48683929,62.34542084,62.99871826,63.59392929,64.30213165,64.68296051,66.1353302,67.05568695,67.27060699,
South Sudan,SSD,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,26.83127975,,,,,,,,,,34.52275848,,,
Sub-Saharan Africa,SSF,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,51.8886795,52.29848862,52.7798996,53.37715149,54.11978912,54.41046143,55.08292007,55.93759918,56.59954834,57.38932037,56.0141716,56.99362183,57.48566055,57.90784836,59.50366974,58.524189,59.76356888,57.28401184,57.37395096,58.17715073,58.73373032,60.3055191,61.49142075,62.34981155,63.00296021,63.59801865,64.30605316,64.68676758,66.13889313,67.05906677,67.27390289,
Small states,SST,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,78.0072937,78.21511078,78.54400635,78.96057892,79.1120224,79.46161652,79.95432281,80.40096283,81.02928162,81.34314728,81.60024261,82.16934967,82.81198883,83.35707855,83.63326263,84.13085938,83.84728241,83.23513031,84.14752197,83.54250336,83.97918701,84.33994293,84.49266052,84.78076172,85.31575775,86.05586243,86.32956696,86.38819885,86.50219727,86.64064026,86.77744293,
Sao Tome and Principe,STP,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,73.24241638,,,,,,,,,,84.9085083,,,,,,,69.53639221,,,,90.14309692,,,,,,92.81664276,,,93.80000305
Suriname,SUR,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,89.59806061,,,,94.62094116,,94.67575073,,92.86865997,,,,,,94.38327026,,,95
Slovak Republic,SVK,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,SVN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,99.52452087,,,,,,,,,,99.59999847,,,99.69999695,,,,,,,,,,99.69999695,,,,,,,
