Country Name,Country Code,Indicator Name,Indicator Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Spain,ESP,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.633589983,3.742350101,3.83716011,4.244890213,4.484680176,4.434629917,4.457459927,,4.287859917,4.260439873,4.166049957,4.111269951,4.134570122,4.173429966,4.157859802,4.144320011,4.184820175,4.254049778,4.528059959,4.912000179,4.856080055,4.896920204,4.469339848,4.351019859,4.303380013,4.286570072,4.227640152,4.207779884,4.181570053,4.234089851,4.590000153,
Estonia,EST,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,5.898660183,6.054920197,6.337880135,6.235360146,6.652490139,5.339459896,5.228459835,5.43460989,5.273099899,4.876749992,4.810269833,,4.619909763,5.484039783,5.960050106,5.517789841,5.014490128,4.717720032,4.843880177,4.394330025,5.144189835,5.15763998,4.961319923,5.26320982,5.301909924,6.579999924,
Ethiopia,ETH,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,2.3542099,,,2.774620056,2.757940054,,,3.983109951,3.700289965,3.632450104,,,,5.490960121,5.451129913,5.408199787,4.422070026,4.496590137,5.485760212,5.56678009,4.498549938,4.602019787,4.737919807,5.061510086,5.64951992,5.06867981,4.480868816,,
European Union,EUU,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,5.103219986,5.132065058,4.950489998,4.667274952,4.690214872,4.753920078,,4.540569782,4.579434872,4.868400097,5.079734802,5.179230213,5.085664988,4.961565018,5.073949814,4.866699934,4.674350023,5.029049873,5.522659779,5.297860146,5.071619987,4.949409962,4.970620155,4.935540199,4.909530163,4.770905972,4.614099979,4.622829914,4.630020142,5.13499999,
Fragile and conflict affected situations,FCS,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,3.343889952,3.462009907,3.319999933,3.454459906,3.41595006,3.282579899,3.02660501,3.059629917,3.199790001,3.213779926,3.166160107,
Finland,FIN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,5.338900089,6.337480068,6.520500183,7.487160206,6.857069969,6.809909821,6.858980179,,,5.86992979,5.709300041,5.840250015,6.0167799,6.167439938,6.157579899,6.02507019,5.928380013,5.67125988,5.83010006,6.459559917,6.504449844,6.445049763,7.148039818,7.124040127,7.102369785,7.032080173,6.851530075,6.363110065,6.275420189,6.417109966,5.880000114,
Fiji,FJI,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,5.524700165,5.168640137,5.877739906,5.643109798,6.275869846,,6.209159851,5.167059898,5.655320168,5.894720078,4.25357008,4.498479843,4.824359894,4.17305994,4.722650051,3.882889986,4.268219948,4.809319973,4.83589983,4.651189804,4.835710049,5.067880154,5.67535305,
France,FRA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.513939857,4.841300011,4.735390186,5.429590225,5.626430035,5.79073,5.756720066,,5.687920094,,,,,,,,,,,,5.658596039,5.482983112,5.456467152,5.500378132,5.512063026,5.464234829,5.419066906,5.451600075,5.407169819,5.354430199,5.5,
Faroe Islands,FRO,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,7.996031284,8.22133255,8.312603951,7.714779854,7.58258009,8.044589996,8.781399727,7.640100002,,
"Micronesia, Fed. Sts.",FSM,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,6.424910069,6.706870079,,,,,,,,,,,,,,,12.40791988,13.51266003,12.41641998,9.697050095,,,
Gabon,GAB,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,2.805520058,,,,,,3.419660091,3.081229925,3.827090025,,,,,,,,,,3.078089952,2.987459898,3.013400078,3.029710054,2.666670084,2.991660118,2.662060022,3.326809883,2.933459997,2.73232007,3.181610107,
United Kingdom,GBR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.055520058,4.122479916,4.334489822,,4.850830078,4.839260101,4.37116003,,4.210700035,3.989180088,4.023149967,4.108550072,4.628540039,4.80573988,4.729400158,4.929180145,4.973259926,4.908830166,4.884970188,5.046319962,5.66824007,5.559599876,5.659604073,5.500780106,5.564509869,5.514110088,5.375329971,5.384990215,5.167990208,5.207749844,5.53000021,
Georgia,GEO,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,6.915659904,,,,2.108880043,2.15512991,2.181050062,2.137500048,2.235019922,2.065599918,2.914200068,2.484319925,3.00364995,2.696870089,2.919549942,3.222379923,2.803649902,2.576139927,1.906100035,2.886719942,2.997679949,3.164870024,3.593869925,3.574429989,3.52105999,3.808640003,3.850080013,3.623800039
Ghana,GHA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,4.110370159,,5.354440212,,,7.535580158,7.42208004,5.259829998,5.519869804,5.757959843,5.317440033,5.540599823,8.14097023,7.919139862,4.576469898,4.39978981,4.434050083,4.394529819,3.533629894,3.886130095,,,
Gibraltar,GIB,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,2.016390085,2.00632,2.088439941,,,,,,2.361419916,2.593400002,2.081909895,2.593869925,2.371020079,2.210000038,1.849060059,,,1.581120014,2.207250118,2.551189899,2.287420034,1.833709955,2.63421011,2.422810078,2.517139912,2.544500113,2.320339918,2.384320021,1.848369956,2.199470043,
"Gambia, The",GMB,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2.825839996,3.780610085,1.169839978,,,2.553560019,2.566279888,,,1.565129995,1.465870023,1.158100009,1.44291997,1.363379955,0.622470021,0.691879988,0.751630008,0.81686002,2.181299925,1.908139944,2.563220024,2.50116992,2.637569904,1.818390012,2.230940104,2.160029888,2.024430037,2.459189892,2.365439892,2.788929939,2.763720036,
Guinea-Bissau,GNB,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,5.246170044,,,,,,,,,,,1.860820055,1.857859969,2.001060009,2.13248992,2.200000048,2.299999952,2.299999952,2.200000048,2.137870073,2.947819948,2.708430052,
Equatorial Guinea,GNQ,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,2.187979937,,,,,,,,,,,,,,,,,,,,,,,
Greece,GRC,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2.046080112,1.934329987,,,,,,,2.892560005,3.027729988,3.230190039,3.364579916,3.424309969,3.429339886,3.667190075,3.963959932,,,,,4.105631351,4.435127258,4.514549732,4.475959778,4.287009716,3.661390066,3.970241547,3.477089882,3.597340107,3.5880301,4.440000057,
Grenada,GRD,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,3.926739931,,,,,,,,,,,,4.238609791,,3.173799992,3.552550077,,,
Greenland,GRL,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,12.87223244,13.33678818,12.80253887,12.00459957,11.08613968,11.02855968,10.5601902,10.15435505,,
Guatemala,GTM,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,1.665750027,1.43998003,1.604799986,1.563699961,,,,,,,,,,3.032850027,3.088089943,3.236860037,,2.848649979,2.968650103,3.005249977,2.888089895,2.985620022,3.030329943,2.944740057,2.950099945,3.137049913,3.199280024,3.299720049,3.108769894
Guam,GUM,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,3.724450111,3.609339952,,,,8.561059952,8.484149933,8.397299767,8.365539551,6.955900192,5.51293993,8.139730453,3.118910074,2.391170025,,2.150579929,2.409389973,2.506690025,2.241319895,,4.360330105,3.895699978,4.737750053,4.66478014,4.45058012,,,
High income,HIC,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,4.940430164,4.671299934,4.767119884,4.753920078,,4.501219988,4.567230225,4.648369789,4.871194839,4.899490118,5.040420055,4.876749992,4.898519993,4.81757021,4.644754887,4.785914898,4.989769936,5.063020229,4.860944986,4.797989845,4.935389996,4.899760008,4.865230083,4.792669773,4.780539989,4.769209862,4.703259945,5.170000076,
"Hong Kong SAR, China",HKG,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2.466089964,,2.828200102,,,,2.728310108,,,,,3.903700113,4.015540123,4.285299778,4.558959961,4.134630203,3.842789888,3.454550028,3.260629892,4.392129898,3.510030031,3.418220043,3.509609938,3.760319948,3.572550058,3.262120008,3.292649984,3.310100079,3.326519966,3.810600042,4.406340122,4.001029968
Honduras,HND,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,2.512639999,2.617449999,,,,,,,,,,,,,,,6.800000191,6.099999905,6.299727917,5.874929905,7.090119839,6.412970066,5.159619808,4.937019825,6.056469917,4.912849903,6.438439846,
Heavily indebted poor countries (HIPC),HPC,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,2.685290098,2.565020084,2.658449888,2.59414494,,2.862190008,2.84849,2.819999933,,2.750200033,3.089270115,3.521014929,3.558290005,3.452700019,3.454459906,3.384880066,3.494159937,3.265754938,3.535589933,3.281449914,3.505815029,3.225150108,
Croatia,HRV,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,3.783269882,3.831350088,3.785840034,,,3.940870047,4.252130032,4.358089924,4.19863987,4.096549988,4.776778221,4.500390053,4.941884041,4.931538582,4.717281342,3.854759932,3.907550097,3.916860104,5.539999962,
Haiti,HTI,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,1.073989987,,,,,,,,,,,,,,,,,,,,,,,1.753149986,1.857040048,1.395859957,1.504230022,1.632069945,1.786811352,1.371014357,
Hungary,HUN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,5.879399776,6.079569817,5.919589996,5.834889889,4.847489834,4.334750175,,4.408649921,4.56704998,4.868400097,4.931009769,5.179230213,5.791150093,5.326580048,5.318880081,5.288119793,5.133450031,4.966110229,4.944660187,4.721759796,4.561329842,4.141119957,4.187729836,4.600399971,4.494100094,4.6145401,4.614099979,4.622829914,4.237639904,4.760000229,
IBRD only,IBD,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,3.499609947,,,4.22040987,3.901460052,3.771124959,3.766819954,3.831350088,3.682250023,3.860009909,3.903460026,3.68460989,4.027859926,4.368939877,3.857969999,4.070869923,4.120819807,4.391880035,4.438379765,4.114570141,4.254079819,4.080404997,4.167449951,3.979815006,4.134130001,
IDA & IBRD total,IBT,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,3.729219913,3.25661993,3.458699942,3.300149918,3.354425073,3.319715023,3.337139964,3.492980003,3.51391995,3.715415001,3.960760117,3.689985037,3.799999952,3.679863691,3.848590016,4.03358984,3.886928082,3.850500107,3.80347991,3.866110086,3.704705,3.916970015,
IDA total,IDA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,2.731655002,2.565020084,2.70720005,2.810480118,,2.862190008,2.919440031,2.92939508,,3.191915035,3.131605029,3.502229929,3.558290005,3.470930099,3.342735052,3.384880066,3.494159937,3.456921101,3.535589933,3.39011991,3.484890461,3.277850032,
IDA blend,IDB,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,4.413450003,,6.148569822,,,,,,,,,,2.541715026,2.353119969,,,,,2.84803009,3.676749945,3.835219979,4.925544977,4.717299938,4.743500233,5.239999771,4.706804991,3.448535085,3.5753901,4.153061867,
Indonesia,IDN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,0.998549998,1.004349947,1.078549981,1.072080016,,,,2.460030079,2.645689964,3.217999935,2.748470068,2.872819901,,3.044250011,2.901900053,3.525130033,2.81227994,3.189440012,3.407480001,3.359040022,3.288009882,3.583600044,3.5,2.669980049,3,2.841850042,3.49000001,
IDA only,IDX,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,2.731655002,2.579210043,2.70720005,2.775789976,,2.99477005,3.159780025,2.958790064,3.016139984,3.285300016,3.173939943,3.521014929,3.558290005,3.470930099,3.306080103,3.349524975,3.394206762,3.094779968,3.533629894,3.39011991,3.484100103,3.225150108,
Isle of Man,IMN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,3.361360073,3.572560072,4.415390015,4.324790001,,,3.613409996,3.352540016,3.188750029,3.142849922,,,3.278249979,3.377690077,3.79618001,3.867500067,3.844670057,,4.114570141,4.254079819,4.305449963,4.363739967,4.4072299,4.474229813,
Not classified,INX,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.600560188,4.782670021,5.005630016,5.115560055,5.188710213,4.871620178,4.753920078,,4.287539959,4.133790016,4.132259846,4.087490082,4.104879856,4.204939842,4.482960224,4.518980026,4.547420025,4.715410233,5.458280087,6.15610981,6.05136013,5.829040051,5.752689838,5.342050076,4.878499985,3.758769989,3.742120028,3.50928998,3.392869949,3.294610023,3.099999905,
"Iran, Islamic Rep.",IRN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.773910046,3.743530035,3.640460014,4.314620018,,4.081809998,3.537760019,,,4.22040987,4.030640125,4.071680069,4.484879971,4.363220215,4.296629906,4.056509972,4.289989948,4.596809864,3.913759947,3.842449903,3.709180117,3.484970093,3.168590069,3.06795001,2.801350117,2.797389984,3.365760088,3.790400028,3.955359936,3.663199902,3.592430115,
Iraq,IRQ,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,4.489999771,4.710000038,,,,,
Iceland,ISL,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.258629799,,,5.141580105,4.755579948,4.780620098,5.218349934,,6.78387022,6.434010029,6.431439877,6.705920219,7.298920155,7.245079994,7.161180019,7.338439941,7.195219994,6.944330215,7.036019802,7.189849854,6.944240093,6.789979935,7.582230091,7.448689938,7.641409874,7.457970142,7.432199955,7.583859921,7.561709881,7.547359943,7.71999979,
Israel,ISR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,6.651189804,6.420380116,6.112820148,6.373980045,6.465060234,6.345499992,5.940279961,5.754590034,5.75635004,5.495950222,5.519949913,5.481719971,5.5198102,5.549369812,5.672530174,5.854259968,5.766819954,5.862110138,5.855780125,6.057909966,6.112339973,6.125780106,7.070000172,
Italy,ITA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,4.733890057,4.433310032,4.318649769,4.447639942,,4.45031023,4.510849953,4.291079998,4.650090218,4.432409763,4.541790009,4.385200024,4.238299847,4.52545023,4.10503006,4.387949944,4.523719788,4.334119797,4.115680218,4.056019783,4.143670082,4.061279774,4.073629856,3.815789938,4.044939995,4.256140232,4.095310211,4.269999981,
Jamaica,JAM,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.779160023,4.383069992,3.336659908,3.214030027,4.064189911,3.389080048,3.677730083,4.379539967,,,4.983469963,5.381030083,5.375229836,4.256849766,3.912549973,4.616419792,,5.49022007,6.191319942,6.198480129,6.370600224,6.266640186,6.112460136,6.251080036,6.015860081,5.455210209,5.314610004,5.260169983,5.413809776,5.163640022,5.617499828,6.027470112
Jordan,JOR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,7.475989819,6.364510059,,4.944169998,,,,,,4.920000076,4.659999847,5.039999962,3.670000076,3.589999914,3.099999905,3.400000095,3.5,3.5,3.799999952,3.450000048,3.452820063,3.228539944,2.984810114,2.988470078,3.670000076,3.211380005
Japan,JPN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,3.429039955,3.635669947,3.4021101,,,3.297970057,3.378129959,3.460119963,3.400820017,3.408989906,3.466629982,3.426110029,3.314939976,3.276679993,3.279340029,3.27241993,,3.599519968,3.605279922,3.64741993,3.624969959,3.551589966,3.269819736,3.146430016,3.130579948,3.077820063,3.157249928,3.420000076,
Kazakhstan,KAZ,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,4.034450054,3.923710108,4.373429775,,3.892570019,3.25661993,,3.029700041,,2.25590992,2.263530016,2.626780033,2.831389904,2.589459896,3.060719967,3.462260008,3.493520021,3.901690006,3.437370062,3.421649933,2.788579941,2.978100061,2.750819921,2.615950108,2.856970072,4.446203709,
Kenya,KEN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,6.570670128,6.075900078,6.029150009,5.924019814,,,,,5.323239803,5.186729908,5.206210136,6.171999931,6.494269848,6.796929836,7.335649967,7.049839973,,,,4.815489769,4.700129986,4.931210041,4.837210178,4.717299938,4.743500233,4.895180225,4.963089943,5.107619762,4.97439003,5.079969883,4.799039841
Kyrgyz Republic,KGZ,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,5.588190079,6.156429768,4.902609825,,4.919630051,4.08521986,3.50838995,3.854180098,4.445459843,4.475419998,4.622439861,4.873839855,5.549860001,6.467000008,5.913189888,6.232679844,5.818830013,6.79061985,7.384230137,6.780200005,5.531599998,5.985509872,6.586150169,6.026189804,5.552670002,5.366749763,6.214864731,
Cambodia,KHM,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,1.259070039,,1.666810036,1.722219944,1.711210012,,1.719820023,,,1.599300027,,1.665680051,1.533789992,1.510689974,1.618397832,1.647064209,1.674574018,1.925035596,2.06424737,2.316151857,2.578059435,2.89662981,3.126306534,
Kiribati,KIR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,10.87100983,11.18587017,11.98812008,,,,,,,,,,12.97000027,13.38438034,12.02653027,11.23237038,9.862959862,10.09358978,10.86316013,11.96829033,12.39466,,
St. Kitts and Nevis,KNA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,1.998450041,2.303869963,,,2.576410055,,,4.020569801,3.322669983,4.740389824,4.421549797,3.920510054,3.790990114,3.971349955,3.831449986,4.059279919,4.193809986,,,,,3.63049674,3.817313433,3.856778622,2.643460035,4.150000095,4.25,4.420000076,4.300000191,3.398791552,2.448620081
"Korea, Rep.",KOR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.03873992,3.489249945,3.577889919,3.69698,3.01831007,2.93543005,,,3.368139982,3.369290113,,,,,,,,,,2.869999886,2.839999914,,,,,4.454237938,4.333099842,4.328239918,4.458079815,4.684659958,,
Kuwait,KWT,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,14.19882965,,,,5.859610081,5.582630157,,,,6.585830212,6.551109791,,5.535069942,4.738339901,3.759979963,2.579999924,2.769999981,3.579999924,3.569999933,3.420000076,3.75,3.880000114,4.400000095,4.771480083,5.847710133,6.36548996,6.38917017,6.49243021,6.551259995,
Latin America & Caribbean (excluding high income),LAC,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,3.645864964,3.800620079,3.948930025,4.04286015,3.883855104,3.535049915,3.974479914,,4.128210068,4.272805214,4.832239866,5.325745106,4.926769972,4.916270018,4.643070221,4.878550053,4.789110184,4.470389843,4.362750053,4.518219948,4.449100018,4.365939856,4.618700027,
Lao PDR,LAO,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,2.334569931,,,,2.429749966,2.130199909,,,1.503690004,1.990280032,2.825220108,,2.413000107,2.414089918,2.958790064,3.078419924,2.27854991,1.654850006,1.709789991,1.708019972,1.821470022,3.233809948,2.937809944,2.736897945,2.774429798,2.497972727,2.335012197,2.475329638,2.299760103,
Lebanon,LBN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,1.66652,1.93125999,2.224630117,2.084670067,,,,,2.841480017,2.552710056,,2.640949965,2.646189928,2.779759884,2.583570004,2.014790058,1.765709996,1.613309979,1.652519941,2.148089886,2.432450056,2,2.099999905,2.123929977,2.132940054,2.524470091,2.592020035,1.690000057,
Liberia,LBR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,1.701660037,,,2.239857674,1.777119994,1.690780044,2.200050116,2.170830011,2.14812994,2.663300037,2.503910065,2.270390034,2.309289932,2.692179918
Libya,LBY,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,2.264169931,,,,,,,,,,,,,,,,,,,,,,
St. Lucia,LCA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,6.532380104,,,,5.528940201,5.449940205,,5.707330227,,3.534490108,3.436460018,4.238959789,4.696690083,,4.483530045,3.067660093,3.482899904,3.588239908,3.272989988,3.85984993,3.880690098,3.867729902,5.208280087,3.633480072,3.335669994,3.266060114,3.575210094,
Latin America & Caribbean,LCN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,2.985085011,,,3.340150118,3.764919996,3.77583003,3.844680071,3.883855104,3.535049915,3.745604992,,3.792889953,3.855165124,4.639089823,5.325745106,4.83382988,4.410675049,4.545767069,4.84394002,4.760030031,4.470389843,4.257341385,4.357699871,4.351660013,4.225659847,4.246679783,
Least developed countries: UN classification,LDC,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,2.568530083,2.593400002,2.682824969,2.59414494,,2.812619925,2.84849,2.830970049,,2.750200033,3.014635086,3.450384974,3.269814968,3.253409982,3.259230018,3.122920036,3.214390039,2.899100065,3.126460075,3.13677001,3.10431993,3.049685001,
Low income,LIC,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,2.778019905,2.645479918,3.432719946,,,3.107130051,2.796979904,,,2.63872993,2.882565022,3.343889952,3.269814968,3.253409982,3.067680001,3.15555501,3.156545043,2.958430052,2.913915038,3.199790001,3.237070084,3.002110004,
Liechtenstein,LIE,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,2.46013999,2.433330059,,2.053809881,1.921190023,2.048369884,,,2.556040049,,,,,,,,,,
Sri Lanka,LKA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2.410929918,2.915580034,,,3.108530045,2.957600117,3.343600035,,3.051419973,,,,,,,2.25999999,2.329999924,2.25999999,1.980000019,2.055900097,1.717740059,1.808609962,1.496170044,1.621070027,1.932880044,2.22874999,3.449199915,2.799249887,2.135390043,1.929999948,,
Lower middle income,LMC,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,2.975150108,,2.89222002,3.12451005,3.077780008,3.276695013,3.40350008,3.24584496,3.859465003,3.960760117,3.857965112,3.842619896,3.712440014,4.122529984,3.824160099,4.078430176,4.101970196,4.085539818,3.866110086,3.596839905,4.111616611,
Low & middle income,LMY,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,3.70934999,3.343394995,3.503420115,3.208319902,3.306120038,3.227519989,3.364639997,3.492980003,3.461949944,3.650000095,3.867880106,3.689985037,3.79618001,3.603159904,3.824398518,3.945374966,3.886928082,3.825239897,3.80347991,3.865081668,3.639835,3.84384501,
Lesotho,LSO,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,8.577030182,7.025430202,8.64097023,,11.36400986,,12.49934959,10.09154987,9.365050316,10.10044956,13.21957016,11.10900974,12.07966042,11.27128029,,12.32952023,,,8.165100098,7.666059971,7.29226017,7.198599815,9,7.760749817,8.156889915,7.285359859,7.991710186,7.669360161,8.70263958
Late-demographic dividend,LTE,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,3.814640045,3.784224987,,4.138329983,4.133790016,3.853990078,3.894940019,4.093044996,4.209569931,4.079349995,3.771929979,3.862800002,4.149539948,4.101749897,4.630249977,4.539659977,4.407498121,4.370389938,4.686655045,4.584980011,4.512319803,4.363810062,4.318223953,4.346334934,4.156610012,4.389126778,
Lithuania,LTU,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,4.767119884,4.845220089,5.45043993,6.116449833,,,5.84758997,5.800079823,5.114180088,5.174280167,4.878399849,4.825729847,4.595210075,4.839900017,5.585239887,5.297860146,5.113430023,4.758029938,4.602330208,4.486579895,4.227190018,4.004310131,3.812200069,3.892930031,3.972150087,,
Luxembourg,LUX,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,3.659090042,3.476819992,,,,,3.539730072,,,,,,,,,5.28915453,5.123529434,3.87816,3.905838013,3.855690002,3.767920017,3.485594988,3.48645997,3.647490025,3.719820023,4.96999979,
Latvia,LVA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,5.257579803,5.512790203,5.807720184,5.539380074,5.274270058,5.446959972,5.602540016,5.057149887,4.834060192,,4.684669971,4.633289814,5.366449833,5.522659779,5.03881979,5.071619987,6.582709789,6.996970177,5.281229973,5.282519817,4.65749979,4.366710186,4.243569851,4.425079823,5.96999979,
"Macao SAR, China",MAC,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,3.350049973,3.336649895,3.314389944,2.71446991,2.842959881,2.780169964,2.23348999,2.277879953,2.193860054,2.043450117,2.196409941,2.533230066,2.618489981,2.675280094,3.325160027,2.050489902,2.048530102,3.002470016,3.099529982,2.706429958,2.728780031,3.05862999,6.300000191,
St. Martin (French part),MAF,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.510489941,4.303160191,,4.824969769,,4.734809875,,,5.115540028,5.140160084,,,,,,,,,5.342150211,5.260640144,,,6.042975903,,5.933515072,4.645979881,5.491933823,5.118319988,5.348849773,5.931359768,6.754300117,
Monaco,MCO,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,0.913600028,,,1.06456995,1.082239985,1.212419987,1.208829999,1.195279956,1.255360007,,,,1.243860006,,,,,1.354590058,1.31735003,1.589890003,1.780040026,1.334400058,1.021950006,,1.370929956,1.457929969,,1.152660012,,
